MMSI;Name;Call;Type
667001600;SHUN TAI 16;9LU2403;Cargo
224448000;BUNKER BAY;EBUB;Tanker
636021146;STARWAY;5LCN4;Tanker
244710038;HELENA ADRIAAN;PB8356;Cargo
224627000;OMVAC CATORCE;00000;Dredging
232014358;CALEDONIA III BCK35;MCSU2;Fishing
511100842;GOGLAND;T8A4053;Tanker
636022444;NAPA;5LIV3;Cargo
352001885;ENEOS WISDOM;3E3699;Tanker
210533000;LARISSA B;5BCW6;Cargo
232027488;NJORD ZUIDER;MHHH3;HSC
538010292;P.MONTEREY;V7A5854;Tanker
212165000;UNION TOPAZ;5BSF3;Tug
352980761;DONG YUAN;3E3382;Cargo
255806166;INDUSTRIAL COURAGE;CQAG4;Cargo
232044711;SERENITY;MMOR3;Sailing
312792000;XI YUN;V3MX2;Cargo
219394000;MAERSK CAYMAN;OZDP2;Tanker
477856100;ASL HONG KONG;VRUX4;Cargo
636021693;YM THRONE;5LFF8;Cargo
312556000;NS OLZA;V3MK9;Cargo
636018599;AQUAKATIE;D5QL9;Cargo
374948000;SOLAR QUANTUM;3FUX3;Cargo
477023300;SOLAR FRONTIER;VRQI8;Cargo
636021495;AL AIN;5LEF4;Tanker
352001861;IKIGAI;3E2772;Tanker
417222405;CEYLON BREEZE;4RDW;Cargo
209511000;AKRITAS;5BEC5;Cargo
244650228;QUADRANS 1;PB3004;Tanker
269057623;RIVER SAPPHIRE;HE7623;Passenger
636021975;VALENTINA;5LGP4;Cargo
636018518;MEDI GINEVRA;D5QB3;Cargo
636019247;ADAROSE;D5TP8;Cargo
256214000;CMA CGM CONSTANZA;9HA5745;Cargo
636021852;PROTECTR ST NICKOLAS;5LGA2;Cargo
450550000;TULIP;ODVU;Cargo
352001883;DUKE II;3E3697;Tanker
352002116;MANASLU;3E3794;Tanker
636020929;PERICLES;5LBK7;Tanker
232024277;BERGE DACHSTEIN;MGBD8;Cargo
636019695;CHINA SPIRIT;D5VS2;Tanker
667002053;AMANY QUEEN;9LU285;Cargo
246108000;WISBY WAVE;PFDX;Tanker
636020578;STAR BORNEO;A8SZ4;Cargo
538010151;SAFEEN PEARL;V7A5683;Cargo
636019919;MOUTON;D5WT9;Cargo
273290520;GNUPUR;UBOV8;Fishing
477856700;ASL BAUHINIA;VRUZ4;Cargo
352001248;SEIYO FORTUNE;3E3997;Cargo
563096400;MAERSK BERMUDA;9V6595;Cargo
677066700;BARON;5IM767;Cargo
538010209;EASTERLY JUPITER;V7A5756;Tanker
205595000;ZEETIJGER;ORBO;Tug
246849000;TEUNIS HUIBERTUS;PGCS;Dredging
636022371;ALONA;5LIL8;Cargo
667001758;ZHOU SHUN;9LU2561;Cargo
538009202;PACIFIC PEARL;V7A4444;Tanker
416023000;TS TAICHUNG;BICQ;Cargo
538008559;PAN ENERGEN;V7A2512;Cargo
341702000;RADUGA SIRIUS;V4WO4;Tug
622166809;SVITZER PORT SAID 3;6BGP;Tug
477754800;MAERSK INCHEON;VRUL7;Cargo
273522400;ZAKHAR SOROKIN;UDYG;Fishing
605106432;ZABANA AHMED II;7TFF;Tug
563173600;WAN HAI 353;9V7381;Cargo
232019129;UKSA SYLVIA;MEGE9;Sailing
636021583;DEE4 KASTANIA;5LER3;Tanker
413700420;SHI SHANG 18;BVLP5;Cargo
215013000;DELTA SEA;9HA4919;Tanker
367797950;GERTY;WDJ6457;Sailing
563015600;WINNING RICH;9V5422;Cargo
538090622;HANSA BERGEN;V7A5643;Tanker
273842800;KAPELAN;UADL;Fishing
354518000;GOLDEN DENEB;3FCG7;Tanker
563103400;MAERSK AMAZON;9V6459;Cargo
205045800;BREITLING;OT2651;Tanker
273527800;VASILIY LOZOVSKIY;UCUD;Fishing
359101000;MONTEFRISA NUEVE;YSC3216;Fishing
605106431;ZABANA AHMED I;7TFE;Tug
232030765;CWIND PIONEER;MIFX2;HSC
273214800;MIKULA;UASX;Tug
636022465;LILA SYDNEY;5LIX8;Cargo
275534000;CRYSTALWATER;YLCW;Tanker
636020213;KMTC YOKOHAMA;D5YD8;Cargo
538010071;HONORSHIP;V7A5551;Cargo
230014000;FNS VAHTERPAA 42;OH2899;Military
314449000;NORDIKA DESGAGNES;8PAO2;Cargo
241796000;YIANNIS LATSIS;SVDP2;Tanker
277571000;AURIGA;LYBT;Cargo
511100866;CLYDE NOBLE;3E2027;Tanker
636093044;WECO AMELIE;5LCK8;Tanker
636020511;ORUBA;D5ZN6;Cargo
577005000;DILEK;YJWR3;Cargo
215164000;CMA CGM ANDROMEDA;9HA4989;Cargo
563159800;INDONESIAN BULKER;9V7994;Cargo
316003980;KIVALLIQ W.;XJAD;Tanker
316037373;KITIKMEOT W.;CFA3304;Tanker
352001426;XIN RUN;3E2664;Cargo
613003921;INCI;TJMC19;Cargo
538010224;MIKE BAY;D5SD8;Cargo
352001359;CS HANA;3E2119;Tanker
316011550;LAURENTIA DESGAGNES;XJBQ;Tanker
246360000;VERTOM PATTY;PEXL;Cargo
477191800;NEW CHAMPION;VRRY7;Tanker
353023000;RHONE RIVER;3FEG3;Cargo
538010242;DSI POLLUX;V7A5793;Cargo
314720000;TALIS;8PHO9;Cargo
538010211;EASTERLY SIRIUS;V7A5758;Tanker
241023000;FRES  DA0  R;SVBA6;Cargo
636022074;OSCAR;5LHB5;Tanker
563101500;TAKLIFT 4;9V6662;Cargo
255805905;PAXI;CQIA5;Cargo
273345900;VLADIMIR PANKOV;UGOO;Tanker
667002178;AYANA MOON;9LU2981;Cargo
431682000;CHOKYU MARU NO.11;JINE;Fishing
258045000;SEA STEAMER;LASQ8;Cargo
636020311;ANGORA 1;D5YQ5;Cargo
367356580;OCEAN TOWER;WDE4689;Towing
636018502;AS ALVA;A8PN7;Cargo
431590000;ZUIYO MARU;7KGE;Tanker
374190000;UNI TRADER;3ETF6;Tanker
255806287;SIDER BUFFALO;CQAV5;Cargo
255806304;NORTHERN MONUMENT;CQAX6;Cargo
405000265;JAHAN BROTHERS II;S2BD2;Cargo
563053600;THOR CALIBER;9V8582;Cargo
263441503;ANNE CHARLOTTE;CRA9306;Sailing
205593000;WESTERSCHELDE PILOT;ORPV;Pilot
312362000;ALLIANCE NO.3;V3EW2;Cargo
273380430;SAAMI;UAFL;Fishing
636092798;CORCOVADO;D5HF3;Cargo
232003949;SPIRIT OF RATHLIN;MAEH2;Passenger
224535890;AGUILA V;EBJX;Law Enforcement
620303000;DARLA;D6A2312;Cargo
441375000;JN NEPTUNE;D7VY;Tanker
257061650;STRAND SENIOR;LFSY;Fishing
319222800;VIDA;ZGOY6;Pleasure
563169500;CORAL;9V8224;Cargo
232005330;KEMMUNA;MZEA4;Sailing
440913000;GLOVIS DIAMOND;D7RR;Cargo
257523000;OSPREY ARROW;LAJT8;Cargo
311000804;WILD PEONY;C6DW7;Cargo
441809000;MARIGOLD;D7BF;Tanker
538009359;BEKS NORTH;V7A4638;Cargo
256127000;CMA CGM NACALA;9HA5704;Cargo
367799380;TAINO;WDJ6598;Cargo
538009951;BIG LILLY;V7A5382;Cargo
355509000;NAFKRATIS;H3MU;Cargo
234091000;GV HEATHER SPRIG;MKPJ4;Fishing
636016990;RED ZED I;D5IU2;Cargo
341680000;IRBIS;V4WE4;Tanker
354216000;PROTU CAR   R;HP5863;Cargo
228411900;ILE DE MOLENE;FMPZ;Cargo
440270000;YOUNG GLORY;D7ON;Cargo
355253000;TC GRACE;3FXZ8;Cargo
636018476;AQUAVOYAGEURS;D5PV7;Cargo
538009985;DINO;V7A542;Tanker
636018460;HUMMINGBIRD;D5PU2;Tanker
636021366;MSC VIRGINIA;5LDP5;Cargo
636093123;STEVIE;D5ZC7;Cargo
636021563;PM HAYABUSA II;5LEO7;Cargo
419001452;OCEANIC INSTALLER;VTCB;Diving
636022504;TRANSUND;5LJC7;Cargo
636019054;VERNADSKY PROSPECT;D5SS7;Tanker
538010198;538010198 MH;V7A5741;Cargo
538008267;TOPAZ TANGAROA;V7A2168;Cargo
477286600;LANDBRIDGE GLORY;VRSH9;Tanker
636019563;GREEN K-MAX 2;D5VB7;Cargo
248625000;INNOVATOR;9HA4730;Tanker
247384200;ECO ITALIA;ICIW;Cargo
563121900;WAN HAI 277;9V6999;Cargo
352001247;SPRING AWOBA;3E3996;Cargo
431100123;FUYO MARU NO.5;JG5298;Cargo
538008385;STAR TOSCANA;V7YL7;Cargo
215434000;SEAGEM;9HA5109;Cargo
511100661;DSM STAR;T8A3845;Cargo
636021065;POCAHONTAS;5LCB8;Cargo
538009755;BROOG;V7A5125;Tanker
636022406;URSUS MARITIMUS;5LIQ2;Tanker
636019478;TANZANITE;D5US3;Cargo
636014108;HORIZON ATHENA;A8RI9;Tanker
626244000;SAI BABA;TRAO6;Tanker
636018951;KRITI BREEZE;D5SE5;Tanker
255806231;SELASSE;CQAO5;Tanker
563096200;NORD ABIDJAN;9V6469;Cargo
538010003;LADY HENRIETTA;V7A5448;Tanker
563174500;INCE BOSPHORUS;9V8523;Cargo
525119107;BERG;YCMW2;Tanker
636021158;LAGAVULIN;5LCO6;Tanker
215599000;WOLFHOUND;9HB705;Sailing
255802770;SIDER LONDON;CQPP;Cargo
538009454;KALIXENOS;V7A4768;Cargo
255806274;SPIRIT OF DUBAI;CQAT8;Cargo
255742000;AUTO ASPIRE;CQKJ;Cargo
244170504;NORA B;PDKG;Tug
636092974;HANSA LANKA;A8OY2;Cargo
431846000;NSU RESPONSIBILITY;7KNV;Cargo
314506000;NACI SELIMOGLU;8PAV2;Cargo
511968000;VELA;T8A3146;Cargo
563045200;YUAN HE HAI;9V5551;Cargo
636020585;CONTSHIP LEX;D5ZW5;Cargo
563161500;SCL MERCURY;9V8124;Cargo
577398000;KONAK;YJWJ3;Cargo
244006327;AIMEE;PB2970;Tanker
477286900;PACIFIC EXCELLENCE;VRRI8;Cargo
255806136;RAQUEL S;CQAC6;Cargo
232045095;VENTURE IV BF;MMSP6;Fishing
636022146;SENSUS;5LHJ7;Tanker
636093090;DIANE OLDENDORFF;5LFA3;Cargo
431500990;TAKATOYO MARU NO38;JEZR;Fishing
538008353;HONG KONG SPIRIT;V7A2270;Cargo
228430700;TSM WINDCAT 54;FMTI;HSC
228438700;CANOPEE;FMUR;Cargo
636022077;MSC TRACY V;5LHB7;Cargo
636022079;BEGONIA S;5LHB8;Cargo
256093000;SIFNOS;9HA5691;Cargo
271047044;PARPALI;TCA564;Cargo
636022112;ZIM AMERICA;5LHF9;Cargo
636021428;NORDIC INCHEON;D5OW3;Cargo
229820000;CMA CGM LEBU;9HA5595;Cargo
255806184;INDUSTRIAL COLOR;CQAI6;Cargo
538008672;PRINCESS A;V7A2023;Cargo
572145220;EQUINOX;T2EU5;Tanker
563171800;WAN HAI 355;9V7384;Cargo
563074700;ST.PETRI;9V3777;Tanker
312597000;QING AN;V3YE2;Cargo
257123350;LA HUMLA SUSE;LG 7743;Sailing
211881630;HORIZONTE;DJ6612;Tanker
577355000;VERA SKY;YJWC9;Cargo
635961353;CHEM SIRIUS;D5JP4;Tanker
257960000;SINDRE KNUTSEN;LAOM8;Tanker
219030706;STENA IMAGE;OZUN2;Tanker
211879870;SEA-WATCH 5;DCDR2;Cargo
245810000;ATHENA;PBZB;Dredging
257910000;RUNDEMANEN;LAOQ8;Tanker
636017880;NEW GIANT;D5ND5;Tanker
413382030;CHUN JIN;BIMT;Cargo
477811300;PACIFIC TITAN;VRUR5;Cargo
352001724;MING HUA;3E2566;Cargo
235071349;NOSTROMO;2CBP6;Sailing
538009941;DARYA RAPTI;V7A5370;Cargo
511100373;JAOHAR LIVIA;T8A3511;Cargo
636021229;SONGA LIONESS;5LCX5;Cargo
352002140;HUA SHUN DA 8;3E3815;Cargo
232017679;OLKA;MYSP6;Sailing
538008558;PAN MUTIARA;V7A2511;Cargo
431804000;NSU QUEST;7KMT;Cargo
477717100;HUI XIU HAI;VRTS2;Cargo
525025085;MERATUS KUPANG;POYB;Cargo
341576000;ORIENTAL PEARL;V4TT4;Tanker
636019163;CONTSHIP GIN;D5TF9;Cargo
477846600;ONE FREEDOM;VRUW9;Cargo
255801000;UAL MANITOBA;CQMV;Cargo
211211470;OSTE;DRHH;Military
312845000;MY LAMA;V3TD3;Cargo
311001169;STRYMON;C6FS7;Tanker
636019773;MAROULIO S;D5WC2;Cargo
312849000;CINDY;V3TK3;Cargo
477842400;ZIM USA;VRUN2;Cargo
273298800;BREST;UAWS;Fishing
273379860;SABRINA;---;Fishing
636021791;CARMEL;5LFR8;Tanker
636093118;SHEN YU 79;5LGN5;Cargo
636022249;BADGER;5LHW4;Cargo
636021707;NEW JOYFUL;5LFH8;Cargo
352001354;SIDER BEAR;3E2115;Cargo
563120800;CANADA EXPRESS;9V6333;Cargo
373264000;SHUN FU;3FDE3;Cargo
224170000;ISAMI;ECIU;Fishing
477096400;SINOTRANS KEELUNG;VRQA6;Cargo
311001179;HOVDEN SPIRIT;C6FU6;Tanker
563162700;PROTEUS JESSICA;9V6434;Tanker
414387000;HUAN HANG 99;BTKA9;Cargo
538010196;ATLANTIC RUNNER II;V7A5739;Cargo
577584000;MKM ARIF BEY;YJXJ7;Cargo
538010012;DHANVANTI;V7A5465;Cargo
538009085;DHALKUT;V7A4296;Tanker
563162800;PROTEUS IWONA;9V8164;Tanker
636017798;TRANSATLANTIC;D5MT8;Cargo
265041000;AURORA AF HELSINGBOR;SCQX;Passenger
219230000;TYCHO BRAHE;OVIC2;Passenger
378113477;LION;ZJL2554;Pleasure
235085989;SY DESTINY;2EKW2;Sailing
205086000;DORIS;ONKY;Tanker
636022149;XH HOPE;5LHK2;Cargo
636018662;ADASUN;D5QT9;Cargo
636014864;HONESTY;A8WY9;Tanker
440104000;DL CARNATION;D7ER;Cargo
538010210;EASTERLY SYMPHONY;V7A5757;Tanker
244373000;MDV2 METANOIA;PCYM;Fishing
636093113;JACOB OLDENDORFF;D5YN4;Cargo
210404000;SAO PAULO;5BZJ5;Tanker
257568000;NANTES;LAJG8;Tanker
533132134;JASA MURNI;9M2506;Cargo
636093140;AL MANAMAH;D5MD7;Cargo
352002125;OCEANIC MOON;3E3802;Tanker
352002207;BRANDO EXPLORER;3E4144;Tanker
636022072;UZE;5LHB3;Tanker
477859500;WL ATLANTIC;VRVA3;Cargo
232042488;MANOR VULCAN;MLRK6;Passenger
312473000;KUNYUAN3;V3IV2;Cargo
477071700;MAERSK NILE;VRDY5;Cargo
210544000;RIX WARRIOR;5BDF6;Cargo
258019130;KE-TO;LGKP;Fishing
353427000;ZELIHA K;3FKD9;Cargo
636021779;WHITEWING;5LFQ4;Cargo
255729000;MPV CLIO;CQIU;Cargo
312001000;XI HE;V3BL2;Cargo
636019697;GREEN ACE;D5VS4;Cargo
538009387;LENA;V7A4669;Cargo
636022491;CAPE PROTEUS;5LJB2;Cargo
574002790;TAN BINH 134;3WUN9;Cargo
232020120;ETERNAL LIGHT FR35;MEOM6;Fishing
351089000;EMPRESS MISTRAL;HOWN;Cargo
636022047;MSC SUEDEROOG F;5LGX9;Cargo
354341000;SEA RIO DE JANEIRO;HOYT;Cargo
563172200;KOTA LEGIT;9V8481;Cargo
255806358;UHL FELICITY;CQEE3;Cargo
255805603;FERDINANDA S;CQTF;Cargo
210524000;RIKKE B;5BCM6;Cargo
352001831;MORNING CHARLOTTE;3E2746;Cargo
538009008;GOLDEN DAY;V7A4193;Cargo
255802670;GASCHEM RHONE;CQPM;Tanker
636018756;ADAMAR;D5RF8;Cargo
314615000;EKMEN;8PBI7;Cargo
248094000;ASARA;HA4512;Passenger
205109000;VB FLANDES;ORTF;Tug
636022364;HS  BURAQ;5LIK9;Tanker
244170779;AMULET;PB5289;Tanker
636018250;LUZON;D5OV6;Cargo
235059182;JESSICA MEI;2AFN3;Sailing
563089300;YUAN FU HAI;9V5558;Cargo
538007842;ANETOS;V7IA6;Cargo
248787000;BOKA SHERPA;9HA4809;Tug
248893000;MICHELANGELO TRADER;9HA4850;Cargo
636093131;SEOUL EXPRESS;5LHX2;Cargo
352001149;NAVIOS ASTERIKS;3E3421;Cargo
248819000;HANSA DUBURG;9HA4822;Cargo
356779000;FEDERAL IBERVILLE;3EXN6;Cargo
352001939;MARSANNE;3E4074;Cargo
636022256;GREAT WENCHANG;5LHX6;Cargo
636018927;STAR BRIGHT;A8VC8;Cargo
352001585;ZALIV;HOA7380;Cargo
636022143;KMAX EMPEROR;5LHJ4;Cargo
311001048;TRANSFIGHTER;C6EZ9;Cargo
636020790;MSXT ECHO;5LAS8;Cargo
538010091;FEDERAL IMPACT;V7A5586;Cargo
228420600;ALICANTE KNUTSEN;FMRQ;Tanker
477736800;SHANDONG INNOVATION;VRUK5;Cargo
636018624;W-MAYFAIR;A8UO7;Cargo
352001951;EVER OUTWIT;3E2791;Cargo
636093142;OKEE JOHN T;5LRI8;Tanker
636017696;GLOBAL HARMONY;D5MG8;Cargo
563167300;VIALLI;9V8232;Tanker
538010301;BEKS FORCE;V7A5863;Cargo
352001318;A WISDOM;3E4050;Cargo
230169030;RODNY;OHA3332;Tug
538008221;MAMBO;V7A2101;Tanker
440219000;WOOYANG BELOS;D7GN;Cargo
525121005;GAS LAURA;YCVY2;Tanker
224096770;ALMIRANTE BERRIA;EA4240;Fishing
414538000;HENG AN YANG;BORV8;Cargo
273431310;NORD TRAL;UBHR5;Fishing
257465000;COLOR HYBRID;LEXD;Passenger
477528600;BRIGHT VENTURE;VRSZ2;Cargo
352001068;EVER OATH;3E2105;Cargo
205740000;Z188 HILLIE;OPHF;Fishing
244108000;ZK46 ZEEMEEUW;PGNS;Fishing
352001593;NAVIOS PRIMAVERA;3E3660;Cargo
368189000;HARVEY GAMAGE;WDK4794;Sailing
244660107;RAVI;PF9866;Cargo
440081000;ST LILY;D7GT;Cargo
477244800;PACIFIC AUSPICE;VRRK3;Cargo
219130000;RHONE MAERSK;OXGX2;Cargo
538010213;FTM 22;V7A5760;Tanker
636018629;SIMPLE HONESTY;D5QP6;Cargo
227333000;F V ALEXIS IV;FQKX;Fishing
311001133;SAVANNA WIND;C6FK7;Cargo
319212400;SOLO;ZGON;Pleasure
352001784;ULTRA VIRTUE;3E2613;Cargo
209982000;NINA B;5BRS5;Cargo
636022372;FERNANDINA;5LIL9;Cargo
257127080;KJELL SENIOR;LGIE;Fishing
228422800;HSI KSA N 53;FMSA;HSC
563165200;MAERSK SHEKOU;9V8228;Cargo
636020275;AL KARAMA;D5YM2;Cargo
577551000;NURAY SENKAYA;YJWY6;Cargo
477811900;ORCSTELLA;VRUR9;Tanker
574004960;PETROLIMEX 21;XVHO7;Tanker
355006000;MATSON KAUAI;H9TT;Cargo
538008712;ARGYROULA GS;V7A2680;Cargo
636019032;MEDI EGEO;D5SQ2;Cargo
306124000;ORANGE STRAIT;PJDE;Cargo
503566000;EVOLUTION 1;29206QB;Pleasure
563155400;ELECTRA;9V6627;Tanker
414246000;ZHONG GU SHAN DONG;BORG5;Cargo
563172100;ATLANTIC M;9V3514;Tanker
477856300;EASTERN HEATHER;VRUX5;Cargo
311038800;CAMILLA SPIRIT;C6YZ4;Tanker
413702160;WAN XING DA;BVWL7;Cargo
563067600;YUAN BAO HAI;9V5555;Cargo
636019389;CAPE TOUCAN;D5UH2;Cargo
256029000;ANWAAR TRABLUS;9HA5664;Tanker
355616000;OCEAN WORLD;3FAE6;Tanker
352001696;XIN SHENG SHENG 3;3E2716;Cargo
352001030;BERGE DAISEN;3FYI7;Cargo
275230000;AKO;YL2256;Fishing
273297700;KARELIA;UAWH;Fishing
626241000;LAGOON;TRAO2;Tanker
235103408;SALT ISLAND;2HGF3;Tug
740422000;MONTELOURIDO;ZDLC4;Fishing
352001333;M V CEDAR;3E4063;Cargo
636021701;SVR MERCURY;5LFH2;Cargo
538071148;ARTEFACT;V7SA5;Pleasure
257087170;KONGSVARD;LFZR;Fishing
477312700;OCEAN TIDE;VRSK8;Cargo
255805570;OCCITAN SKY;CQTA;Cargo
316015133;ZELADA DESGAGNES;CYDR;Cargo
538008880;WOOYANG VENUS;V7A2864;Cargo
577609000;VERA MOON;YJXP4;Cargo
352002177;SKY RANGER;3E4116;Cargo
232018418;ATLANTIC DAWN CN25;MDZL6;Fishing
538071485;C;V7A2894;Pleasure
477798800;CS HU BEI;VRUQ4;Tanker
636020353;ROBIN 2;D5YV2;Cargo
352002033;COOL BREEZE;3E2196;Cargo
258013740;VIKINGBANK;LFVI;Fishing
259108000;MUNIN;LFNM;Fishing
636019744;OSPREY S;D5VY4;Cargo
636018359;PRINCESS COCO;A8CL2;Cargo
255802560;HANSA SALZBURG;CQPD;Cargo
577530000;MN GLORY;YJXE3;Cargo
413271990;MING WEI 8;BFAT4;Cargo
413706960;XIA MEN ZE PING;BTKC4;Cargo
273211440;ZENITH;UBYT3;Fishing
538007950;YANGTZE DAWN;V7FO3;Cargo
253665000;BONNY RIVER;LXSI;Cargo
636019631;HAGEN OLDENDORFF;D5VK2;Cargo
311001205;AFRICAN LOGRUNNER;C6GC2;Cargo
247439500;ATLANTIC PRIDE;ICHB;Tanker
257776500;STRANDFLAESA;LM6677;Fishing
636022520;CAPRI;5LJE9;Cargo
352001963;C3MAGNAR;HOA738;Cargo
341637000;MED SEA CANARY;V4VC4;Cargo
273422380;POLA FEODOSIA;UHNY;Cargo
314701000;WILSON BRAKE;8PFO7;Cargo
352001360;RISING LOONG;3E2120;Cargo
258066000;MISJE VITA;LAQS8;Cargo
563169300;PROTEUS PHILIPPA;9V8211;Tanker
273215370;PETROTRANS-5905;UBRU7;Cargo
244854000;SOLENTBANK;PGDL;Cargo
413378470;HE ZHONG 2;BIBL4;Tanker
563170500;A GORYU;9V8425;Cargo
667001771;KAREEM JUNIOR;9LU2574;Cargo
316037697;QIKIQTAALUK W.;CIZ7896;Tanker
636021433;JOHNNIE BRYAN;5LCK7;Cargo
525121011;COMMODORE ONE;YDAI2;Tanker
419001405;COURAGE;VTAA;Tanker
563096700;EVER SAFETY;9V2792;Cargo
273351680;RYBAK;UDAD;Fishing
419465000;MAHARSHI PARASHURAM;VVZU;Tanker
232018901;HYUNDAI PLUTO;MEDZ8;Cargo
563120600;GINGA LIGER;9V6825;Tanker
636019576;GREAT WENCHENG;D5VD4;Cargo
538090627;WEISSHORN EXPLORER;V7A5837;Tanker
413311110;DING HENG 19;BOUY3;Tanker
352001293;GREEN POWER;3E4035;Cargo
235118131;ALERT;2JQQ2;Law Enforcement
232027356;RNLI LIFEBOAT 13-46;MHF09;SAR
538009542;HYUNDAI OCEANPIA;V7A4868;Tanker
219377000;MAERSK CURACAO;OZAI2;Tanker
372067000;SANTA ALEXANDRA;H3ED;Cargo
636018299;SUNNY BOFFA;D5PB9;Cargo
367619000;CMA CGM DAKAR;KDAB;Cargo
538010255;VILAMOURA;V7A5813;Tanker
636019699;MILOS WARRIOR;D5VS8;Cargo
257850000;VIKING NEPTUNE;LAOZ8;Passenger
271050716;TQ SAMSUN;TCA7189;Cargo
636020834;GREEN ADVENTURE;5LAY3;Tanker
366724000;MICHAEL CROMBIE MCCA;WDH4310;Passenger
577474000;ANKA SKY;YJWX2;Cargo
256180000;SEDAT BASAK;9HA5729;Tanker
405000239;BANGLAR AGRAGOTI;S2AI3;Tanker
538010156;SSI DEFIANT;V7A569;Cargo
636021825;YUNAGI;5LFW3;Cargo
352002110;OCEANIC STAR;3E3791;Tanker
563168900;ABILENE;9V8358;Cargo
431839000;SWALLOW ACE;7KNF;Cargo
419001481;PATRIOT;VTEB;Tanker
636020483;STAMATIS B;D5XF8;Cargo
311001204;AFRICAN NIGHTHAWK;C6GB9;Cargo
636019931;FLEUR N;D5WV5;Cargo
538010185;SFL OTTAWA;V7A5726;Tanker
636018890;DOMINICA;D5RW3;Tanker
636018853;BAO FENG;D5RR6;Cargo
636022397;BOND;5LIO9;Tanker
525200523;MV.BUNSHO;YBPD2;Cargo
271050844;ALARA;TCA7253;Cargo
636019566;NSU AMBITIOUS;D5VC2;Cargo
275493000;CEG GALAXY;YLPF;Cargo
636021594;GENCO CONSTANTINE;5LES6;Cargo
219027995;FINLANDIA SEAWAYS;OZCL2;Cargo
210477000;STENA EBBA;5BAY6;Passenger
431858000;PHOENIX LEADER;7KNB;Cargo
256198000;STERLING FREIA;9HA5735;Cargo
636021105;KPS LNG ANATOLIA;5LCH7;Tanker
538008921;GARNET ETERNITY;V7A2910;Cargo
304489000;REDHEAD;V2QU3;Cargo
636022374;OMAHA;5LIM3;Cargo
538009540;TS MOJI;V7A4865;Cargo
352001570;MARGUERITE;3E3476;Cargo
636022478;OCIOS IOANNIS;5LIZ5;Tanker
525108007;PASAMAN;YCHE2;Tanker
636021816;DERIUS;5LFV2;Tanker
636021648;MARINE HONOR;5LEZ7;Cargo
636019011;STABILITY;D5SM8;Cargo
209920000;CMA CGM NABUCCO;5BLX5;Cargo
210134000;CHEMTRANS NAOS;5BRJ5;Tanker
256053000;SEACHAMPION;9HA5675;Cargo
636092960;GW ELENI;D5XR2;Cargo
259080000;VOLT HARVEST I;LGOF;Passenger
636022213;NATURE SPIRIT;5LHS3;Tanker
257268800;FJORDSKYSS;LG5930;Passenger
538009339;PISTI;V7A4614;Cargo
538009972;FONTANA;V7A5409;Tanker
352001192;PHOENIX SKY;3E3453;Cargo
636022423;ACACIA WA;5LIS5;Cargo
352001175;ORBIT;3E3439;Cargo
235021512;OCEAN BATTLER;MGHD9;Tug
440212000;JANGHO ANGEL;D7GK;Cargo
235007700;CHALLENGER SY174;GFBL;Fishing
376616000;SANN TRO;J8B589;Cargo
232042561;HANNO;MLSI5;Sailing
304332000;STINNES ZEPHIR;V2HC9;Cargo
314702000;WILSON BRUGGE;8PFO8;Cargo
548993000;WESTERN OSLO;DUKR;Cargo
255804350;MSC BREMERHAVEN;CQSA;Cargo
255805890;LAURA S;CQYK;Cargo
311000890;ELANORA;C6EG7;Cargo
563086900;ASL ORCHID;9V6096;Tanker
477131500;SANIA;VRRE3;Cargo
636092966;ELVIA;D5XZ7;Cargo
319236200;M EM;ZGQG8;Pleasure
477121700;CESI WENZHOU;VRPI6;Tanker
605266130;AZAO;7TZL;Cargo
228442700;ABEILLE HORIZON;FMVL;Tug
378113654;SAIRU;ZJL2737;Pleasure
273516500;VOYKOVO;UGZC;Fishing
538009224;GH TRAMONTANE;V7A4476;Cargo
273342310;VOLGO-DON 199;VD199;Cargo
441986000;YN BUSAN;D7TP;Tanker
441200000;GLOVIS CENTURY;D8GC;Cargo
352001378;SM ALBATROSS;3E2134;Tanker
304288000;CENTURY MAS;V2OJ1;Cargo
242921300;ALESHKA;CNA5491;Fishing
567584000;LALIT BHUM;HSB7213;Cargo
636022383;AGNETA PALLAS 2;5LIN3;Tanker
563153700;HAFNIA EXPEDITE;9V7887;Tanker
352001482;GLORY STAR;3E2498;Cargo
244170260;LOTES;PD8650;Cargo
538007550;IVY ALLIANCE;V7UN4;Cargo
636019976;PERSEUS HARMONY;D5XB5;Cargo
538009823;PARVRAJ;V7A5214;Cargo
525121019;IMMANUEL X;YDFA2;Tanker
441310000;GLOVIS SOLOMON;D7GS;Cargo
211882460;GOTLAND;DFTS;Cargo
538010212;EASTERLY CANYON;V7A5759;Tanker
636018643;TAHO EUROPE;D5QR3;Cargo
538009351;SSI RESOLUTE;V7A4629;Cargo
441502000;KMTC SHENZHEN;D7UC;Cargo
311001194;AFRICAN STORK;C6GB2;Cargo
477118400;SAGA FREYA;VRRA4;Cargo
311000886;FEDERICA;C6EG3;Cargo
273218730;VLADIMIR PETROV;UBTT3;Cargo
219025976;LINGBANK;OYJW;Fishing
259304000;LYNGENFJORD 1;LHPA;Fishing
431807000;OSUMI;7KLF;Law Enforcement
414608000;ZHEHAIWENZHOU;BOXQ6;Cargo
210565000;ASIAN TRADER;P3LC9;Cargo
256153000;OCCITAN LISTRAC;9HA5716;Cargo
